Review,Status
"
            Мне все равно, что там как делается, это просто вкусно! Ела в Макдональдсах не только в России, но это одинаково вкусно везде! В небольших количествах и не очень часто можно съесть картошечку фри и какой-нибудь Бигмак! Ммммммм! зря посмотрела сюда,...                            читать
                    полностью
",1
"
            Деревенская зацепила, заказываем ее часто. Вкусная и всего хватает. И бекончик тут и свинина, и лучок, и чесночок, если буду дальше ингредиенты перечислять изойду слюной. Нужно будет как-то в скором будущем собраться и снова пиццу заказать, давно не...                            читать
                    полностью
",1
"
            Молодцы! Самая лучшая доставка и очень разнообразное меню! Заказываем пиццу в офис просто так (на обед) или на дни рождения! Всегда вовремя, никогда не подводят!                    ",1
"
            Обстановка в целом неплохая, даже приятная. Хорошее место, чтобы встретиться с друзьями и перекусить. Ассортимент большой, много всяких вкусностей. Суши как и почти везде малюсенькие. Еще заказывала как-то шашлык, принесли кусочки мяса на зубочистке,...                            читать
                    полностью
",1
"
            Заказала пиццу, ждала 3 часа! Привезли остывшую и сильно пересоленную, есть невозможно. Интересно, контролирует ли кто-нибудь качество продукции? Больше заказывать здесь не буду.                    ",0
"
            Самое худшее заведение, увы и ах. И даже, что действует запрет на курение, их это не спасает. Приходишь сюда за знаменитыми блинчиками с шоколадом, а раз и нет их.                    ",0
"
            Вкусно и сравнительно не дорого, заказ обычно до тысячи рублей, при этом уходим из кафе сытые и довольные. Да и само место уютное, для разнообразия приходить можно. Люди есть, но нет давки и заказ обычно ждем не долго. Место очень нравится.                    ",1
"
            Люблю «Шоколадницу» нежной любовью. Для меня это такая мировая кофейня, которая помогает скрасить обеденные перерывы. Еда мне определенно нравится. Обожаю их Цезарь. Супы-пюре, тортики и чизкейки, сырники, блинчики… Кофе тоже обычно радует, особенно...                            читать
                    полностью
",1
"
            Wifi есть. Сесть можно всегда. Никогда не стоял дольше 5 минут. Живу неподалеку, поэтому частый гость.                    ",1
"
            Существенным плюсом является отсутствие больших очередей в отличии от Мака, да ещё различные варианты приготовления мяса курицы радует. Девчонки красивые работают - можно и покушать и попробовать познакомиться. А также чисто и интерьер приятный.                    ",1
"
            Как же я обожаю эти курочки, совсем не похожие на Маковские! Каждый поход (это редко) ознаменуется для меня большим Баскетом с картофельной котлеткой, сыром, курочкой, салатом и помидором! Ну и всякого другого там много! Невероятно вкусно!...                            читать
                    полностью
",1
"
            Я помню Якиторию еще с тех пор, когда в ресторанах можно было курить. Я тогда жила в Москве. Очень любила с подружкой прийти в курящий зал, заказать том-ям + белое вино, роллы филадельфия или калифорния с белым вином, и неторопливо наслаждаться едой...                            читать
                    полностью
",1
"
            В интернете специально хотят их оклеветать, чтобы сбить популярность. Они улучшили сервис и качество еды. Я мать) я сама проверяла менеджера Людмилу 15.09. по адресу: Балтийская, 9 (Сокол). Я несла бред и просила вызвать мне такси. Людмила сдала тест...                            читать
                    полностью
",1
"
            Часто заказываю в Империи, еду доставляют вовремя, быстро, поэтому еще теплая. Курьеры на удивление вежливые, приятные. Никогда не попадалась пицца горелая, или сырая. Всегда положат салфетки, все принадлежности. Аккуратно запаковывают, что еда не...                            читать
                    полностью
",1
"
            Ужасный айс капучино! Жутко сладкий и без малейшего намека на кофе!                    ",0
"
            Второй раз уже сталкиваюсь с ужасным обслуживанием в авто-KFC, путают заказы, очень долго обслуживают, не дают развернутый чек. Надеюсь, что это только мне так «повезло».                    ",0
"
            Неожиданно вкусный латте. И к тому же дешевле, чем в кофейнях. Теперь часто захожу на бумажную чашечку кофе.                    ",1
"
            Каждую пятницу мы в Шише! Как-то надо выпустить пар! А здесь все в одном месте: и бар, и клуб, и кальянная. Никаких проблем с перемещениями по городу.                    ",1
"
            Это место просто тянет к себе, и с подругой поболтать за чашечкой чая, и с любимым встретится и всегда приютит шоколадница, и в одиночестве с ноутом посидеть. Ну просто блеск! Очень люблю это место, часто там бываем с любимым.                    ",1
"
            Хочу выразить благодарность сотрудникам KFC, ребята работают быстро, с доброжелательной улыбкой вне зависимости от тона клиентов.                    ",1
"
            Мне по нраву, больше позитива и люди потянутся. Вкусный Цезарь!                    ",1
"
            Стекло в жульене или испорченный юбилей.

Вчера, 27 марта 2016 г., мы праздновали в Корчме на Бочкова (Алексеевская) 70-ти летний юбилей моей мамы, заслуженного учителя РФ, ветерана труда и лауреата всевозможных премий в области...                            читать
                    полностью
",0
"
            Я когда смотрела меню о пасте с ветчиной и грибами, скромно было написано классическая паста. Но я вкуснее пока не пробовала. И грибочков сколько нужно и ветчины, а еще пармезан ммм. Понимаю, что дома сама точно так не приготовлю, ну не дано мне....                            читать
                    полностью
",1
"
            С мужем уже год заказываем в Империи и пиццу, и суши. Все всегда, вкусно. Где-то в последнем квартале 2014 года, пиццу стали привозить не вкусную и не сочную (словно соусов не хватало). Мы стали заказывать реже. Но на этой неделе сделали заказ,...                            читать
                    полностью
",1
"
            Понравилось. Заказали десерты и кофе, подали быстро, приготовлено вкусно. Интерьер приятный, музыка была через чур громкая, попросили убавить, убавили. Странно, что всего лишь 2 столика в зоне для не курящих, можно было по-больше сделать. А так,...                            читать
                    полностью
",1
"
            Заказывали вегетарианскую большую пиццу. Привезли еле тёплую, так это ничего - но она была настолько позорно выглядящая, пустая и невкусная, что теперь просто страшно вспоминать. Опыт потребления разных вегетарианских пицц у нас многолетний, надо...                            читать
                    полностью
",0
"
            Были в данном заведении летом. Интерьер приятный, уютный, хорошая вентиляция, едой в зале не пахнет. Туалеты чистые. Салатики очень вкусные.                    ",1
"
            Мне нравится, хотя я понимаю, что питаться фаст фудом не очень полезно. Но здесь очень вкусные салаты, коктейли и мороженное рожок. Нет суеты и шума как в многих других подобных заведениях. Обслуживание вполне хорошее, никаких не приятных ситуаций не...                            читать
                    полностью
",1
"
            Сегодня 5 сентября в честь Дня Рождения мы решили сделать заказ (№9619), воспользовавшись предложенной 10% скидкой. Курьер заказ привёз достаточно быстро, но какое же было удивление, когда раскрыв коробку фунчозы с телятиной (2 штуки), мы увидели...                            читать
                    полностью
",0
"
            Нет никакого уважения к клиентам и если вы пришли перекусить, то останетесь не только голодным, но и недовольным от обслуживания работники. Вместо того, чтобы угодить клиентам, наоборот хамят и не пытаются помочь, в шеверне таджики приветливее себя...                            читать
                    полностью
",0
"
            Сделал большую ошибку оплатив заказ по интернету банковской картой. Пиццу привезли через два с половиной часа, с опозданием в 70 минут. Пицца была уже даже не тёплая, а ледяная. Деньги не вернули: (                    ",0
"
            Хороший кофе, приветливый персонал, только один минус: в больших ТЦ хочется уединения, а тут стены прозрачные, как будто в центре магазина сидишь.                    ",1
"
            Порции большие, сервис на 5. Приходить лучше по предварительной брони, всегда есть люди. Ценник средний, и это центр Москвы. Национальная кухня выше всяких похвал.                    ",1
"
            С политической и экономической точки зрения, может и не плохо. Это своего рода галочка для большого города. Типа есть несколько пунктов, по которым судят на сколько же город является ""крутым и развитым мегаполисом"". Это ирония конечно! Но все же. А...                            читать
                    полностью
",0
"
            Не раз писали, что никаких скидок на др нет. Я такая видимо не первая. Отдала предоплату 6000 заранее, не в день празднования (нас было трое, за каждого по 2000 нужно было оплатить сразу) сказали, что к этой сумме будет еще 20%. Когда дело дошло до...                            читать
                    полностью
",0
"
            Ну ОЧЕНЬ медленное обслуживание! Если нужно быстро перекусить, выбирайте другую кофейню.                    ",0
"
            Шоколадница порадовала своими десертами, они просто покорили меня. Не менее порадовали предложения кофейни на время обеда и конечно же кофе, ради которого я приходила.                    ",1
"
            Империя пиццы! 30.03.2013 привезли пиццу с тухлым луком. Испортили аппетит, а слушать о плохом луке не хотели - такого же быть не может. Химки, Левобережье.                    ",0
"
            Не вкусно, ребята. Всё сухое, картошка солёная. Поставила бы 1, но за систему принятия и выдачи заказа плюс балл.                    ",0
"
            Хороший, симпатичный ресторанчик с приятной музыкой и обслуживанием. Буряты, суетливо, в кимоно бегают между столиков. Милое местечко. Меню разнообразное, но уже несколько лет не обновлялось, поэтому можно сходить пару раз, пока не приелось.                    ",1
"
            Час назад купила на вынос в Макдоналдсе на Смоленке 9 чикен макнаггетсов, мне нужно было именно 9 штук. Пришла домой открыла, там всего 7 штук. Неужели при покупке на вынос надо открывать упаковку и пересчитывать количество?                    ",0
"
            Шишас Флейм Бар – это просто аттракцион щедрости какой-то! Мало того, что куча акций, так сейчас еще и в караоке петь можно бесплатно. А по четвергам бесплатный бар для девушек.                    ",1
"
            Заказывали столик, чтоб посидеть большой компанией, впечатления хорошие остались с момента разговора по телефону и заканчивая расчетом за ужин))) Администратор очень дружелюбная рассказала где и как нам уместиться) Официанты тоже все время не...                            читать
                    полностью
",1
"
            Моя семья ""Империей пиццы"" довольна. Ассортимент на все вкусы, качество отменное. Пиццу привозят всегда теплую, начинки много. Очень люблю ""Морскую"" и ""Сырную"". На мой взгляд, компания работает на 5 +: персонал подобран грамотно, качество продуктов...                            читать
                    полностью
",1
"
            Сегодня день Валентина и проходя мимо Шоколадницы на Арбате решила купить пирожные с собой. Заказала и оплатила 4: два кофейных и два Наполеона. Обслужили и упаковали быстро. Придя домой обнаружила 3. Одно кофейное просто украли. Начала вспоминать и...                            читать
                    полностью
",0
"
            Заказывали пиццу палермо, чтобы округлить сумму, дозаказали закуски. Выбрали луковые кольца и сырные палочки. Хрустящие, без специфического запаха, в общем решили что в следующий раз будем заказывать больше. В империи пиццы готовят вкусно и порции не...                            читать
                    полностью
",1
"
            Хожу сюда с открытия, отличное место, чтобы провести время в компании друзей за элегантным коктейлем или чем покрепче. По пятницам и субботам - вечеринки, бар битком - шумно и весело.                    ",1
"
            Вот вроде фаст фуд, понимаешь, что это не самая полезная еда, но всё равно душа требует Биг Тейсти, Биг Мак и т. п. И даже не важно, что тут постоянные очереди, нужно там отстоять минимум по 10 минут. Правда увлекаться этим заведением не стоит....                            читать
                    полностью
",1
"
            В ТРЦ Метрополис все готовят без перчаток, обслуживание ужасное, еда отвратительная, обманули со сдачей на 127 рублей, про состояние подносов вообще молчу! Не советую.                    ",0
"
            Питание и цены приемлемые, но уж очень большие очереди бывает, что в очереди можно простоять до получаса, и приходится выбирать другие места для приёма пищи. Но не смотря на его минусы, главный плюс в еде, все очень вкусно.                    ",1
"
            На данный момент Якитория есть и остается местом, где готовят самые вкусные суши. Помимо них - большой выбор и других блюд японской кухни. Так же много десертов ""на японский лад"". Цены соответствуют качеству. Единственный минус - не очень расторопные...                            читать
                    полностью
",1
"
            Кфс на Ногинском шоссе в Электростали. Не работает терминал по безналичному расчету! Отправили к терминалу автоматического заказа! И в итоге в порцию картофеля фри положили половину большой порции.
25 крыльев вышло, тоже всего половина ведерка....                            читать
                    полностью
",0
"
            Нормальный Мак. Обслуживание хорошее, внутри места много, вай-фай есть. Ночью работает в режиме self-service.                    ",1
"
            Хороший ресторан японской кухни. Очень большой выбор различных закусок, роллов, суши, супов. Очень вкусно делают горячие роллы. Обслуживание нормальное, всегда приносят заказы быстро, могут ответить по меню. Цены средние, соответствуют качеству.                    ",1
"
            Наблюдал за сотрудницей Макдоналдса фамилия Пармонова Лейла в центре где проходили мед. комиссию. Такой грубости к персоналу данного мед. центра я не ожидал услышать от с виду приличной девушки. Народу было много, но все как-то терпели, а она очень...                            читать
                    полностью
",0
"
            Доставили пиццу. Одно тесто, сыр как кисточкой размазали по тесту, грибы вообще прозрачные, томатов не заметила. За одно тонкое тесто 999 рублей не слишком ли дорого?                    ",0
"
            Я отравился и не знаю чем, день отравления 22.12.13.                    ",0
"
            Много где была в Москве и с разными кухнями мира, но такое удачное сочетание атмосферы и кухни вижу не часто. И слава богу, что не фьюжн предлагают, а то было бы скучно) А так изюминка! Могу однозначно говорить, что с задачей создать украинскую...                            читать
                    полностью
",1
"
            Мои ребятишки просто в восторге от Граблей. Там мало того, что вкусные недорогие десерты продают (гнили никогда не попадалось) да еще и конкурсы детские устраивают - вот где счастье! Они потом чуть ли не каждый день ко мне с вопросом пристают: ""мам,...                            читать
                    полностью
",1
"
            Заказ ждем уже минут 15! Новая система обслуживания отвратительная! 3 человека, вместо того, чтобы заказы собирать, носят пакет.                    ",0
"
            Отличное место для того, чтоб перекусить, обслуживают очень быстро, мне нравится.                    ",1
"
            Посещал Якиторию всего пару раз. Меню довольно большое и разнообразное. Роллы очень вкусные, но цены на них явно завышены. Хорошее место, чтобы привести девушку, отметить день рождения или просто хорошо провести время. Если бюджет позволяет -...                            читать
                    полностью
",1
" Последнее время суп, который входит в формулу обеда иногда невозможно есть. Он очень острый. Например, 17 октября был фасолевый суп. Очень острый. Есть невозможно. Ранее был рассольник, который тоже было не возможно есть из-за его остроты. Господа,...  читать  полностью ",0
"
            Ребята! Не надо это есть! Это плохая пища! Если можно это пищей назвать. Объясняю почему. Мясо не мясо, а резиновая, безвкусная пастила. Картофель сухой, не соленый, совершенно безвкусный. Постоянный бардак, неубранные столы, мусор на полу заведения....                            читать
                    полностью
",0
"
            Из всех фаст-фудных заведений самое плохое. Не вкусно - это раз. Два: холодные сэндвичи - это бяка. Три: грязно. Плюсов два: наличие пива и чебуреков в меню.                    ",0
"
            Имели продолжительную пересадку и заходили для легкого завтрака. Кофе был неплох, закуски также. Интерьер хорош, обслужили быстро. Цены повышенные, но это аэропорт.                    ",1
"
            А у меня осталось отвратительное впечатление от этого заведения, зашли с семьей перекусить, время было уже позднее. Поели и уехали, все вроде бы нормально, рассчитывалась картой ВИЗА, сумма счета была 408 рублей, почти около дома прочитала СМС, что с...                            читать
                    полностью
",0
"
            Обслуживание здесь на очень хорошем уровне, всегда внимательные официантки, терпеливые даже к неадекватным персонажам, уделяют внимание каждому. Бармены свои парни, иногда угощают напитками за счет заведения, понимают тебя с полувзгляда. По выходным...                            читать
                    полностью
",1
"
            Спасибо большое директору Оксане, за ее профессионализм. Благодаря ей ресторан не потерял клиентов. Будем пользоваться Вашими услугами дальше и советовать друзьям! Оксане желаем успехов и карьерного роста!                    ",1
"
            Очень уютное место, приятная музыка и атмосфера. Очень вкусные блюда: пицца разнообразная, роллы, воки и много всего. И мой любимый салат цезарь с курицей тут самый лучший. Во многих местах пробую, но тут мне больше всего нравится.                    ",1
"
            Долго изучали и выбирали место для того, чтобы отметить День Рождение и решили остановить свой выбор на данном заведении. Весь сайт пестрит разными соблазнительными акциями, в том числе и приглашают, отметить свой праздник и получить 20% скидку на...                            читать
                    полностью
",0
"
            Там достаточно неплохой выбор десертов, но этому заведению я предпочитаю другие. не нравится, что сидишь за столиком, кушаешь, но находишься как-будто в витрине магазина. Хотя задумка очень оригинальная.                    ",0
"
            Булки — нехорошие, очень сухие. Лучше просто кусочек курочки и Нести Лесные ягоды.                    ",1
"
            В целом, питательная пища, но подходит больше для перекуса время от времени, чтобы иногда себя побаловать очень калорийной пищей.))) Очень много народу, иногда приходится долго ждать, и не совсем организована расстановка столов, чуть не над душой...                            читать
                    полностью
",1
"
            И раньше не был фанатом! А после рекламы ""матрёшка, балалайка"" принципиально туда не беду ходить!                    ",0
"
            Из всех конкурирующих между собой суши-баров (примерно одного уровня) хотелось бы отдать Якитории первое место! Недорого, хочется отойти от привычного меню (суши-роллы) и попробовать что-то местное. Люлю салат с креветками и Горячий рол с крабом...                            читать
                    полностью
",1
"
            Все лето почти здесь обедала, жаль, что нет террасы. Компенсируют небольшой недостаток своим меню, которое сглаживает все.) Цена и качество по моему мнению здесь идеально соотносятся.                    ",1
"
            Обычная кофейня, со стандартным набором кофеёв-чаёв, пирожных-мороженых-блинов. Персонал милый!                    ",1
"
            Охрана не обеспечивает безопасность. Охранники избивают посетителей.                    ",0
"
            Митино и Тушино, просто отвратительное обслуживание. Никогда больше там заказывать не будем.                    ",0
"
            Прекрасная пицца! Не хуже, чем в Италии. Плюс отличное, на твердую пятерку, обслуживание, стильный и уютный интерьер, замечательное центральное месторасположение. Молодцы!                    ",1
"
            Когда я хочу побаловать свою подружку, веду ее в Шишас или на Поварскую, или в ТЦ Сфера петь караоке. Мне и самому здесь нравится. Поэтому, парни, когда вас начинают куда-то тянуть ваши девушки, расслабляйтесь вместе с ними в этих барах.                    ",1
"
            Дорогие читатели, если Вы хотите испортить себе праздник идите в ""Тануки"". Хотя сразу хочу сказать, что мы были постоянными клиентами данного ресторана и всегда все было хорошо. Вину за прошедшее возлагаю на персонал который работал в данный день. Мы...                            читать
                    полностью
",0
"
            Ребята очень вкусные острые стрипсы с сырным соусом покупайте. Приятного аппетита.                    ",1
"
            Довольно-таки хороший ресторан с недорогими и вкусными ролами. Обслуживание на высоте, никто не хамит. Одни улыбки видны на официантах и посетитилях. Один из самых любимых ресторанов японской кухни.                    ",1
" Приветствую. Обожаю японскую кухню, в частности суши и роллы, без них, наверное, жить не смогу. Каждый раз, когда появляется желание себя побаловать, встаёт выбор - какой ресторан посетить на этот раз? В этот раз выбор пал на ""Якиторию""....  читать  полностью ",1
"
            Для меня, так это единственное место, где можно съесть качественные суши и роллы! Минус для меня один - некачественное спиртное!                    ",1
"
            Название говорит, что должны быть хорошие, настоящие десерты. Искала где бы съесть чизкейк. Зашла сюда с мыслью, раз такое название, значит вкусный должен быть. Заказала мохито безалкогольный и чизкейк. Спросив сначала из чего чизкейк, девушка...                            читать
                    полностью
",0
"
            Отличное место для того чтоб перекусить. Обслуживают очень быстро, мне нравится.                    ",1
"
            Резко потеплело, погодка так и шепчет больше времени проводить на свежем воздухе. Решили со своей бандой на природу махнуть шашлык пожарить. А в ожидании шашлыка, чтобы не голодать сделали заказ из Империи - пиццу с лимонадиком и их соус, он к мясу в...                            читать
                    полностью
",1
"
            Зашла с двумя детьми в Шоколадницу в ТЦ ""Круг"", станция метро Бульвар Дмитрия Донского. Старшему ребенку 4 года младший был в коляске 3 месяца. Кафе было полупустым. Из удобных пустых столиков, я выбрала наиболее подходящее, чтобы поставить...                            читать
                    полностью
",0
"
            Дешево и вкусно. Острая курица, картошки фри и кола. Классика. Обслуживают быстро. Но очереди там постоянно, тут уж ничего не поделать. Это заведение больше подходит для школьников и студентов.                    ",1
"
            Сегодня утром заказала 5 хашбраунов, сырный соус и бигфрестролл. Соус как обычно, пробили и не отдали, уже не в первый раз. А насчет ролла я вообще в шоке, это что за рулет с котлетами непонятными, немного омлета и море майонеза. Ко-то конечно очень...                            читать
                    полностью
",0
"
            Ну, что сказать, никогда не любил МакДоналдс. Цены не соответствуют качеству, да и вобще самому товару, постоянные очереди, на столах мусор, который никто оперативно не убирает, в целом, неблагоприятная обстановка. Предпочту тот же БургерКинг как...                            читать
                    полностью
",0
"
            Лучший фаст-фуд. Обожаю курочку. Все вкусно и абсолютно доступные цены. Обслуживание быстрое, не пришлось долго ждать. Очень люблю острое, у них есть крылышки острые, очень вкусное блюдо. Советую посетить. Дешево и вкусно.                    ",1
"
            Долго думал, как на работе проставиться на свой день рождения. Решил внести разнообразие и заказать пиццу.)) Остановился на Империи пиццы, но в итоге заказал еще и салатов для дам, кто бережет фигуру и напитки. Привезли, как просил все к обеду. Заказ...                            читать
                    полностью
",1
"
            Мне довольно трудно оценивать именно Макдоналдс в основном его понимании, т. к. уже очень давно не беру ничего там, кроме кофе для своего мужчины в МакКафе. За, что я люблю этот МакКафе? За то, что в него не бывает очереди. За то, что кофе там...                            читать
                    полностью
",1
"
            Брала в будни сет на вынос - приготовили быстро, да еще и чаем угостили, как 'полноценного' посетителя =)                    ",1
"
            Очень приятный интерьер, отличающийся от других кафе этой сети светлыми тонами, симпатичными абажурами и тематическими мотивами, изображенными на стенах. Радушность персонала тоже вносит свою нотку в общее настроение. Здорово, что она здесь...                            читать
                    полностью
",1
"
            Не докладывают твой заказ, если берешь с собой. Проверяйте не отходя.                    ",0
"
            Я постоянный клиент. Всегда прохожу мимо кафе, но никогда не был внутри. Люблю заказывать с доставкой на дом. Недорого, вкусно. Люблю есть пиццу с соусом. Вообще пицца у ""Доминоса"" очень вкусная, на тонком корже. По поводу доставки - привозят...                            читать
                    полностью
",1
"
            Очень уютное место, вкусная еда, хорошее обслуживание, цены совершенно не кусаются, можно иногда ходить перекусить, но чтоб выбрать как любимое кафе, не подойдет.                    ",1
"
            Роллы обычно доезжают в целости и сохранности, все потому что аккуратно укладываете в тару. И съедаются быстро, это потому что вкусные. Уже другой доставкой и не пользуюсь, раньше в разные обращалась, искала хорошие роллы и вот наконец-то я нашла...                            читать
                    полностью
",1
"
            Сегодня первый раз решил попробовать эту еду и очень огорчился, пепси разбавленная (вкус водички, только подкрашенной) бургер не то, что отвратительный, но особо не порадовал (куриное мясо и дешевый кетчуп с одним кусочком помидора) это ужас. Я не...                            читать
                    полностью
",0
"
            Стараюсь не бывать в Макдональдсе так как, там вся еда не понятно из чего. Пока она горячая, она вкусная, а пройдет каких-то полчаса и это уже невозможно есть. Ребенку безумно нравится посещать эти рестораны, поскольку его заманивают Хеппи Милы, а...                            читать
                    полностью
",1
"
            В торговом центре ""Спектр"" ему самое место. КФС - хорошая сеть питания, в котором продают еду из курицы, это очень удобно, если проголодаешься, а времени мало.                    ",1
"
            Раньше на сайте указывался размер пиццы, а теперь убрали замеры в сантиметрах. Теперь проставляются размеры S, M, L. Но из буклетов эту информацию не убрали. Причем буклеты даются вместе с пиццей, т. е. информацию сверяли с актуальными данным...                            читать
                    полностью
",0
